 52 2052.621743 8.757E-30 3.587E+01.07570.081 4170.42960.75-.001922              3              2                    R  1      475663 510 5 5 1 8    10.0    6.0
 52 2053.861869 3.154E-21 1.573E+01.05770.063  242.51480.75-.002699              1              0                    P 11      475663 510 5 5 1 8    42.0   46.0
 53 2054.060325 6.217E-22 1.578E+01.05860.064  201.34070.75-.002651              1              0                    P 10      475663 510 5 5 1 8    19.0   21.0
 51 2055.159265 1.063E-27 4.871E+01.05950.065 4429.88980.75-.002591              3              2                    P  9      475663 510 5 5 1 8    17.0   19.0
 51 2055.400364 2.504E-20 1.578E+01.05030.053  886.90240.67-.003630              1              0                    P 21      475623 510 5 5 1 1    41.0   43.0
 53 2055.806703 2.964E-30 3.997E+01.06770.074 4180.60530.74-.001780              3              2                    R  3      475663 510 5 5 1 8     9.0    7.0
 53 2055.917833 3.422E-26 3.603E+01.07120.077 2113.89740.74-.001726              2              1                    P  3      475663 510 5 5 1 8     5.0    7.0
 52 2055.984465 2.348E-25 3.439E+01.06770.074 2132.49690.74-.001961              2              1                    P  4      475663 510 5 5 1 8    14.0   18.0
 51 2056.047547 8.636E-24 3.183E+01.05450.059 2600.12490.71-.002803              2              1                    P 15      475663 510 5 5 1 8    29.0   31.0
 52 2056.133695 1.270E-29 3.863E+01.07120.077 4177.65050.74-.001841              3              2                    R  2      475663 510 5 5 1 8    14.0   10.0
 52 2057.857576 3.497E-21 1.590E+01.05860.064  202.10920.75-.002651              1              0                    P 10      475663 510 5 5 1 8    38.0   42.0
 53 2058.009039 6.698E-22 1.596E+01.05950.065  164.74330.75-.002591              1              0                    P  9      475663 510 5 5 1 8    17.0   19.0
 51 2059.209006 1.117E-27 4.935E+01.06060.066 4395.93220.75-.002514              3              2                    P  8      475663 510 5 5 1 8    15.0   17.0
 53 2059.239627 3.460E-30 4.110E+01.06510.071 4194.99150.74-.001736              3              2                    R  4      475663 510 5 5 1 8    11.0    9.0
 53 2059.611897 2.410E-26 4.027E+01.07570.081 2103.00970.75-.001431              2              1                    P  2      475663 510 5 5 1 8     3.0    5.0
 52 2059.612531 1.610E-29 4.028E+01.06770.074 4188.48140.74-.001780              3              2                    R  3      475663 510 5 5 1 8    18.0   14.0
 52 2059.725008 1.894E-25 3.631E+01.07120.077 2117.92550.74-.001726              2              1                    P  3      475663 510 5 5 1 8    10.0   14.0
 51 2059.914677 3.535E-20 1.590E+01.05100.054  806.38280.67-.003050              1              0                    P 20      475663 510 5 5 1 1    39.0   41.0
